6R/1C/10F/0W|rolamni||RCF,RFC,CRF,CFR,FRC,FCR,WRCF,WFRC
14R/8C/12F/11W|notgreat|https://cdn.discordapp.com/attachments/993498640670785648/1026676647455379549/unknown.png|wRCF,wFRC
